www.bbc.com , 68
www.aucegypt.edu , 27
www.youtube.com/nasa , 95
www.mohpegypt.com , 28
www.spotify.com , 89
www.spacex.com , 33
www.shahid.net , 45
www.nasa.gov , 96
www.youtube.com , 14
www.academics.com , 47
www.helloworld.com , 36
www.anghami.com , 43
www.prezi.com , 78
www.watchit.com , 47
www.who.int , 86
www.google.com , 68
www.bing.com , 28
www.coding.com , 87
www.cplusplus.com , 98
www.khanacademy.com , 58
www.igcse.com , 50
www.egybest.com , 38
www.coolscience.edu , 97
www.udemy.com , 35
www.programming.com , 85
www.lifecoaching.com , 45
www.events.com , 50
www.onlineshop.com , 11
www.readonline.com , 93
www.goal.com , 38
