www.bbc.com , 28
www.aucegypt.edu , 64
www.youtube.com/nasa , 39
www.mohpegypt.com , 19
www.spotify.com , 18
www.spacex.com , 37
www.shahid.net , 19
www.nasa.gov , 40
www.youtube.com , 24
www.academics.com , 62
www.helloworld.com , 104
www.anghami.com , 49
www.prezi.com , 79
www.watchit.com , 78
www.who.int , 100
www.google.com , 100
www.bing.com , 40
www.coding.com , 56
www.cplusplus.com , 56
www.khanacademy.com , 27
www.igcse.com , 97
www.egybest.com , 38
www.coolscience.edu , 85
www.udemy.com , 41
www.programming.com , 85
www.lifecoaching.com , 107
www.events.com , 40
www.onlineshop.com , 94
www.readonline.com , 25
www.goal.com , 12
